18903990,0.12,0.49,0.00,-1010.01,-7.32,-15.38
18914010,0.12,1.59,0.12,-1007.08,-8.79,-16.11
18924027,-0.06,2.01,0.12,-1009.28,-8.79,-21.97
18934043,-0.06,1.65,0.06,-1008.54,-5.86,-24.90
18944059,0.00,0.92,-0.06,-1012.94,-8.06,-26.37
18954783,0.06,0.06,-0.06,-1012.94,-11.72,-24.90
18964799,0.06,-0.79,-0.06,-1011.47,-5.13,-22.71
18974816,0.00,-1.22,0.00,-1012.21,-7.32,-18.31
18984830,0.06,-1.04,0.06,-1009.28,-9.52,-19.04
18994846,0.06,-0.49,0.06,-1012.21,-8.06,-19.04
19005801,0.00,0.06,0.06,-1012.21,-9.52,-19.78
19015821,0.06,0.55,0.06,-1011.47,-5.13,-21.24
19025838,0.37,0.85,0.06,-1011.47,-7.32,-27.10
19035857,0.31,0.79,0.06,-1008.54,-7.32,-22.71
19045872,0.12,0.43,0.06,-1008.54,-8.06,-24.17
19056829,0.12,0.12,0.00,-1012.94,-10.25,-24.90
19066846,-0.06,-0.18,0.00,-1013.67,-7.32,-19.78
19076860,0.00,-0.24,0.00,-1010.01,-10.99,-15.38
19086875,0.06,0.12,-0.06,-1010.74,-7.32,-19.78
19096892,0.06,0.61,0.00,-1010.74,-8.79,-19.78
19107849,0.06,0.67,-0.06,-1012.94,-9.52,-25.63
19117868,0.12,0.61,0.00,-1010.74,-10.25,-24.17
19127885,0.31,0.61,0.00,-1011.47,-8.06,-24.90
19137902,0.49,0.49,0.06,-1007.81,-10.25,-21.97
19147919,0.31,0.24,0.06,-1010.01,-10.25,-21.97
19158868,0.18,0.18,0.12,-1007.81,-8.79,-24.17
19168888,0.06,0.12,0.18,-1012.21,-8.06,-24.90
19178903,0.24,-0.12,0.12,-1008.54,-7.32,-26.37
19188920,0.18,-0.49,-0.12,-1010.01,-13.92,-24.90
19198940,-0.06,-0.55,0.00,-1009.28,-5.86,-19.78
19209889,0.00,-0.12,0.18,-1011.47,-8.06,-21.97
19219908,0.06,0.55,0.18,-1009.28,-8.79,-19.04
19229926,0.12,1.10,0.06,-1007.81,-9.52,-19.04
19239945,0.12,1.40,0.06,-1011.47,-7.32,-24.90
19249965,0.24,1.34,0.06,-1011.47,-8.79,-23.44
19260907,0.18,0.79,-0.06,-1012.21,-7.32,-24.90
19270923,0.12,0.31,-0.18,-1012.94,-9.52,-21.24
19280943,0.18,0.18,-0.06,-1011.47,-5.13,-21.97
19290959,0.12,0.18,0.06,-1009.28,-1.46,-19.78
19300977,0.12,0.24,0.06,-1012.94,-2.20,-24.17
19311940,0.31,0.31,-0.06,-1011.47,-2.20,-27.83
19321958,0.24,0.43,-0.12,-1012.94,-3.66,-27.83
19331976,0.12,0.24,-0.24,-1008.54,-10.25,-29.30
19341993,-0.06,-0.18,-0.18,-1014.40,-8.79,-27.83
19352010,-0.12,-0.37,-0.12,-1010.01,-10.99,-23.44
19362967,0.06,0.06,-0.06,-1011.47,-10.25,-19.78
19372987,0.06,0.55,-0.06,-1014.40,-13.92,-23.44
19383002,0.00,0.92,-0.06,-1011.47,-8.79,-24.17
19393019,0.12,0.92,-0.06,-1010.74,-11.72,-25.63
19403036,0.06,0.61,0.00,-1012.94,-10.99,-22.71
19413992,0.18,0.00,-0.06,-1010.01,-8.06,-27.83
19424007,0.06,-0.79,0.00,-1010.74,-5.13,-24.17
19434025,-0.06,-1.77,-0.18,-1010.74,-8.06,-24.17
19444043,-0.12,-2.01,-0.06,-1010.01,-9.52,-22.71
19454061,-0.06,-1.65,0.00,-1010.01,-6.59,-17.58
19465021,0.00,-1.04,0.00,-1007.81,-10.99,-19.78
19475037,-0.06,-0.18,0.00,-1013.67,-9.52,-27.10
19485053,0.06,0.55,0.00,-1012.94,-7.32,-22.71
19495068,0.12,1.16,-0.06,-1012.21,-5.86,-24.17
19505083,0.12,1.34,-0.06,-1013.67,-9.52,-23.44
19516052,0.12,1.16,0.00,-1005.62,-8.06,-21.24
19526072,0.06,0.31,0.00,-1012.21,-8.79,-24.90
19536089,-0.12,-0.61,-0.06,-1010.74,-9.52,-22.71
19546105,-0.12,-0.98,-0.06,-1012.21,-10.99,-21.97
19556125,-0.06,-1.34,-0.06,-1010.74,-10.25,-21.24
19567075,0.06,-1.34,-0.06,-1007.81,-5.86,-23.44
19577094,0.18,-1.16,0.06,-1010.01,-7.32,-21.24
19587111,0.06,-0.92,0.18,-1011.47,-7.32,-19.04
19597131,-0.06,-0.61,-0.06,-1008.54,-4.39,-20.51
19607150,-0.06,-0.31,-0.12,-1012.21,-5.86,-19.04
19618093,-0.06,0.12,-0.06,-1017.33,-11.72,-19.78
19628109,-0.12,0.55,-0.06,-1005.62,-10.25,-20.51
19638131,0.00,1.04,0.00,-1012.21,-9.52,-24.17
19648149,0.24,1.40,0.12,-1010.74,-8.79,-22.71
19658168,0.24,1.22,0.00,-1013.67,-7.32,-24.90
19669119,0.06,0.85,-0.18,-1009.28,-5.13,-26.37
19679136,0.00,0.12,-0.18,-1009.28,-10.99,-27.83
19689155,0.12,-0.73,-0.12,-1016.60,-10.25,-29.30
19699170,0.00,-1.46,-0.18,-1010.01,-11.72,-24.17
19709186,0.06,-1.77,-0.06,-1008.54,-10.99,-24.17
19720137,0.06,-1.65,0.06,-1014.40,-9.52,-19.04
19730156,0.00,-1.10,0.06,-1010.74,-3.66,-18.31
19740172,-0.06,-0.18,0.00,-1008.54,-8.06,-16.85
19750190,-0.12,0.67,0.00,-1011.47,-5.13,-21.97
19760209,0.06,1.34,0.06,-1011.47,-8.06,-23.44
19771157,0.12,1.59,0.06,-1008.54,-5.13,-26.37
19781175,0.06,1.34,0.00,-1009.28,-4.39,-25.63
19791194,0.06,0.67,0.00,-1013.67,-5.13,-25.63
19801213,0.06,-0.18,0.06,-1015.14,-8.06,-21.24
19811228,-0.06,-0.61,0.06,-1010.74,-8.79,-22.71
19822183,-0.06,-0.73,-0.06,-1012.94,-8.79,-21.24
19832200,0.00,-0.31,-0.06,-1006.35,-13.18,-16.85
19842218,0.00,0.37,0.00,-1010.01,-11.72,-24.17
19852234,0.12,0.79,0.00,-1012.21,-12.45,-27.10
19862250,0.24,1.04,0.00,-1010.01,-10.25,-28.56
19873208,0.12,0.85,0.00,-1014.40,-10.99,-26.37
19883228,0.06,0.61,0.06,-1012.94,-8.06,-27.83
19893244,0.12,0.18,0.12,-1009.28,-7.32,-26.37
19903264,0.12,-0.24,0.06,-1010.74,-3.66,-21.97
19913279,0.06,-0.31,-0.06,-1010.01,-6.59,-30.03
19924230,-0.06,-0.31,-0.06,-1013.67,-5.13,-21.97
19934246,-0.12,-0.37,-0.12,-1011.47,-3.66,-19.78
19944266,-0.12,-0.24,-0.12,-1011.47,-9.52,-23.44
19954282,0.06,0.24,0.06,-1010.01,-4.39,-22.71
19964298,0.06,0.43,0.12,-1010.74,-11.72,-20.51
19975252,0.00,0.31,0.12,-1010.01,-12.45,-23.44
19985267,0.12,0.37,0.06,-1012.94,-8.79,-25.63
19995283,0.12,0.61,-0.06,-1012.94,-14.65,-21.24
20005296,0.12,0.79,0.00,-1010.01,-5.13,-21.24
20015313,0.12,0.79,0.06,-1010.74,-6.59,-23.44
20026278,0.06,0.79,0.06,-1010.74,-9.52,-21.97
20036295,0.00,0.49,0.12,-1010.74,-7.32,-27.83
20046314,0.00,0.06,0.06,-1011.47,-7.32,-26.37
20056329,0.00,-0.43,0.12,-1010.74,-8.06,-20.51
20066345,0.00,-0.73,0.06,-1011.47,-8.06,-27.83
20077301,0.06,-0.55,0.00,-1012.94,-8.79,-24.17
20087316,0.06,-0.37,-0.06,-1013.67,-10.25,-24.17
20097334,0.06,-0.12,0.00,-1011.47,-9.52,-20.51
20107351,0.00,0.12,-0.06,-1010.74,-8.06,-29.30
20117366,0.00,0.18,-0.06,-1011.47,-9.52,-25.63
20128324,-0.18,-0.06,-0.06,-1009.28,-9.52,-28.56
20138343,-0.06,-0.12,-0.12,-1011.47,-7.32,-23.44
20148363,0.12,-0.37,-0.18,-1010.01,-9.52,-30.03
20158383,0.06,-0.73,0.00,-1011.47,-10.25,-23.44
20168400,-0.06,-0.98,0.18,-1013.67,-8.06,-24.90
20179345,0.12,-0.98,0.24,-1008.54,-9.52,-19.78
20189364,0.12,-0.85,0.06,-1012.94,-9.52,-20.51
20199380,0.00,-0.37,-0.12,-1012.94,-7.32,-19.78
20209397,0.06,0.12,-0.06,-1012.94,-5.86,-24.90
20219412,-0.06,0.43,0.00,-1012.21,-3.66,-24.17
20230372,-0.06,0.31,0.00,-1014.40,-11.72,-23.44
20240391,0.00,-0.06,-0.06,-1015.87,-8.06,-24.17
20250407,-0.12,-0.12,-0.12,-1009.28,-8.06,-19.78
20260410,-0.12,0.06,-0.06,-1012.21,-7.32,-23.44
20270426,0.00,0.24,0.06,-1011.47,-9.52,-21.24
20281401,0.06,0.37,-0.06,-1010.74,-8.79,-25.63
20291418,0.06,0.61,-0.12,-1011.47,-9.52,-23.44
20301434,0.12,0.92,-0.12,-1010.01,-9.52,-23.44
20311453,0.24,0.98,-0.12,-1013.67,-7.32,-26.37
20321472,0.24,0.98,0.00,-1014.40,-2.20,-25.63
20332428,0.24,0.98,0.00,-1011.47,-5.86,-25.63
20342443,0.12,0.61,-0.12,-1014.40,0.00,-24.90
20352462,0.06,0.43,-0.06,-1008.54,-4.39,-24.90
20362479,0.06,0.49,0.00,-1010.74,-7.32,-24.90
20372496,0.12,0.18,-0.18,-1010.01,-5.86,-24.90
20383450,0.00,-0.49,-0.18,-1011.47,-9.52,-30.76
20393469,0.00,-0.79,-0.24,-1014.40,-13.18,-26.37
20403485,0.12,-0.98,-0.18,-1009.28,-11.72,-21.97
20413503,0.06,-0.79,-0.06,-1010.74,-15.38,-23.44
20423520,0.12,-0.55,-0.06,-1010.74,-11.72,-24.90
20434476,0.18,-0.55,-0.12,-1012.21,-8.06,-22.71
20444492,0.12,-0.37,-0.06,-1010.01,-13.18,-27.83
20454514,0.00,-0.43,-0.06,-1013.67,-11.72,-27.83
20464533,-0.06,-1.04,0.00,-1010.74,-8.06,-22.71
20474552,-0.06,-1.95,0.00,-1009.28,-7.32,-27.10
20485495,-0.18,-2.20,-0.06,-1012.21,-7.32,-19.78
20495514,-0.24,-1.89,-0.12,-1011.47,-8.06,-19.78
20505530,0.06,-1.59,-0.06,-1010.74,-8.06,-20.51
20515548,0.18,-1.10,-0.06,-1015.14,-5.86,-20.51
20525565,0.12,-0.73,-0.12,-1011.47,-8.06,-28.56
20536521,0.06,-0.37,-0.06,-1012.21,-9.52,-19.78
20546540,0.00,-0.31,0.00,-1010.01,-8.79,-20.51
20556554,-0.12,-0.24,-0.12,-1010.74,-8.79,-18.31
20566569,-0.06,-0.12,-0.24,-1015.14,-8.06,-23.44
20576588,0.06,0.12,-0.18,-1011.47,-10.99,-17.58
20587546,0.24,0.92,-0.06,-1011.47,-8.79,-16.11
20597561,0.12,1.28,-0.12,-1012.21,-8.79,-24.90
20607577,0.12,1.53,-0.18,-1012.94,-6.59,-20.51
20617594,0.18,1.65,-0.06,-1010.01,-5.13,-29.30
20627613,0.18,1.10,0.06,-1012.94,-7.32,-23.44
20638566,0.06,0.24,-0.06,-1012.21,-8.06,-24.17
20648582,-0.12,-0.31,-0.12,-1011.47,-4.39,-21.24
20658601,0.00,-0.37,-0.12,-1007.81,-5.86,-19.78
20668616,0.00,-0.12,-0.06,-1010.74,-10.25,-23.44
20678632,0.00,0.55,-0.06,-1008.54,-12.45,-21.24
20689589,0.00,1.22,0.00,-1015.14,-11.72,-25.63
20699611,0.12,1.65,0.00,-1012.94,-11.72,-27.83
20709627,0.18,1.28,-0.12,-1011.47,-12.45,-24.17
20719642,0.12,0.61,-0.06,-1010.74,-8.79,-33.69
20729662,0.00,-0.18,0.00,-1010.01,-5.86,-30.03
20740611,0.06,-1.28,-0.18,-1013.67,-8.06,-30.76
20750628,0.00,-2.38,-0.18,-1007.08,-9.52,-25.63
20760643,0.00,-3.05,0.00,-1010.74,-10.25,-22.71
20770662,0.00,-3.23,-0.06,-1012.94,-11.72,-17.58
20780680,0.00,-2.56,-0.06,-1010.01,-5.13,-15.38
20791630,0.06,-1.10,0.06,-1008.54,-9.52,-16.11
20801649,0.06,0.55,0.06,-1010.74,-7.32,-18.31
20811667,0.00,1.77,0.00,-1008.54,-8.06,-21.24
20821686,-0.12,2.32,0.00,-1007.81,-12.45,-24.17
20831703,-0.24,2.01,0.00,-1010.01,-10.99,-23.44
20842658,0.00,0.98,-0.06,-1012.21,-9.52,-24.17
20852677,0.00,0.67,0.00,-1010.74,-8.79,-22.71
20862695,0.00,0.61,-0.06,-1012.94,-10.25,-21.97
20872716,0.06,0.43,0.00,-1010.01,-8.79,-26.37
20882736,0.12,0.06,0.12,-1012.94,-8.79,-24.90
20893678,0.18,-0.49,0.12,-1010.74,-7.32,-23.44
20903695,0.00,-1.04,0.00,-1013.67,-9.52,-23.44
20913716,0.00,-1.53,-0.06,-1012.94,-7.32,-22.71
20923739,0.12,-1.46,-0.12,-1010.74,-6.59,-20.51
20933754,0.06,-1.10,-0.12,-1008.54,-5.86,-21.24
20944705,0.06,-0.37,0.00,-1010.74,-5.86,-20.51
20954725,0.12,0.24,0.06,-1010.74,-10.25,-23.44
20964742,0.24,0.67,0.06,-1007.08,-10.25,-27.10
20974761,0.24,0.73,0.12,-1012.94,-7.32,-35.16
20984778,0.06,0.24,0.00,-1009.28,-8.06,-20.51
20995729,-0.12,-0.37,-0.12,-1010.01,-7.32,-31.49
21005750,0.00,-1.04,-0.06,-1011.47,-5.13,-21.24
21015769,-0.06,-1.46,-0.12,-1011.47,-6.59,-28.56
21025788,-0.24,-1.95,-0.18,-1010.74,-4.39,-25.63
21035808,-7.45,-4.46,-0.24,-1015.87,-10.99,-33.69
21046750,-21.00,-8.97,-0.43,-1009.28,-10.25,-13.92
21056767,-21.91,-10.01,-0.24,-1009.28,-6.59,24.17
21066785,-21.61,-8.30,-0.18,-1010.74,-10.99,-24.90
21076804,-22.89,-7.26,-0.18,-1011.47,-5.13,2.20
21086820,-24.11,-6.59,-0.18,-1011.47,-8.79,-26.37
21097776,-24.29,-6.65,0.06,-1012.21,2.93,-34.42
21107793,-23.86,-10.01,0.06,-1012.21,10.99,-25.63
21117811,-19.78,-16.48,-0.06,-1012.94,-13.92,-29.30
21127825,-15.69,-21.18,-1.04,-1012.94,-25.63,-5.86
21137842,-11.54,-23.07,-1.34,-1002.69,-23.44,55.66
21148803,-5.49,-24.29,1.46,-1009.28,12.45,63.72
21158820,0.37,-25.15,1.71,-1012.21,-9.52,11.72
21168837,1.83,-26.98,-0.43,-1020.26,-2.93,-6.59
21178853,0.00,-31.19,-4.52,-1015.87,-10.99,60.06
21188869,-4.70,-37.66,-10.68,-1013.67,6.59,36.62
21199824,-9.28,-44.80,-16.85,-1011.47,21.97,52.00
21209843,-11.78,-50.60,-21.61,-1013.67,6.59,39.55
21219861,-11.11,-52.80,-23.93,-993.90,-13.92,99.61
21229879,-8.61,-53.04,-23.01,-1008.54,-30.76,74.71
21239898,-6.65,-53.41,-19.84,-1007.81,-45.41,90.82
21250843,-6.84,-53.59,-17.52,-993.16,-93.02,82.03
21260859,-10.31,-52.19,-15.87,-1006.35,-54.93,90.09
21270877,-13.12,-47.36,-14.28,-1001.95,-38.09,89.36
21280891,-11.96,-41.32,-12.94,-993.90,-58.59,112.79
21290908,-9.95,-36.68,-11.23,-996.09,-60.06,122.31
21301868,-9.46,-33.39,-9.58,-990.23,-51.27,114.99
21311886,-9.09,-32.17,-8.85,-999.02,-49.80,124.51
21321902,-8.67,-32.10,-8.79,-1081.05,-51.27,123.78
21331917,-8.06,-28.81,-5.13,-1116.94,-84.96,117.92
21341937,-8.97,-18.01,0.67,-1024.66,-42.48,109.86
21352892,-7.63,-4.58,3.72,-1017.33,-43.95,126.71
21362906,-3.30,-3.30,4.03,-1035.64,-46.14,153.81
21372924,-1.65,-4.33,4.88,-1043.70,-52.73,158.94
21382941,-1.10,-5.00,8.36,-1026.86,-53.47,142.09
21392959,-0.55,-4.64,12.39,-1021.73,-35.89,137.70
21403913,0.79,-4.03,14.34,-1028.32,-55.66,144.29
21413934,2.44,-3.11,14.77,-1003.42,-54.20,126.71
21423949,1.59,-2.08,13.67,-994.63,-55.66,133.30
21433966,-0.61,-1.10,12.76,-985.84,-45.41,139.89
21443984,-2.01,-0.06,13.37,-982.91,-33.69,149.41
21454936,-3.48,-0.85,13.67,-963.87,-19.04,144.29
21464952,-4.64,-3.66,12.82,-941.16,-27.83,139.89
21474969,-5.68,-6.47,10.74,-948.49,-32.23,141.36
21484984,-6.84,-8.36,8.61,-967.53,-19.04,148.68
21495004,-6.16,-9.28,7.81,-959.47,-7.32,146.48
21505960,-4.03,-9.64,7.14,-944.82,-15.38,126.71
21515976,-2.75,-9.95,5.86,-955.08,-13.92,128.17
21525994,-2.75,-10.68,5.07,-972.66,-22.71,153.08
21536012,-2.99,-11.41,5.19,-977.05,-23.44,166.26
21546027,-4.21,-12.88,4.27,-949.22,0.73,162.60
21556979,-5.86,-16.48,1.40,-1023.93,-24.90,161.87
21566994,-7.39,-19.90,-1.65,-1019.53,-25.63,166.26
21577011,-8.12,-21.48,-2.14,-1006.35,-19.04,175.05
21587030,-7.93,-21.55,-0.18,-1009.28,-16.85,186.77
21597046,-6.77,-20.32,1.59,-975.59,-21.24,207.28
21608005,-4.70,-20.75,3.85,-992.43,-30.76,153.08
21618022,-4.70,-21.42,5.62,-974.85,-26.37,156.01
21628039,-6.10,-21.97,6.29,-951.42,-13.18,187.50
21638056,-8.42,-27.71,6.16,-812.26,-60.79,194.09
21648075,-13.18,-42.54,2.01,-1026.12,41.02,201.42
21659030,-17.70,-57.25,-4.94,-1108.89,-6.59,222.66
21669043,-14.71,-56.09,-5.07,-1009.28,-33.69,227.78
21679057,-9.52,-47.79,-0.06,-960.21,-19.78,232.91
21689076,-8.48,-45.29,2.50,-920.65,-10.25,231.45
21699094,-9.95,-51.64,1.59,-862.79,5.86,264.40
21710057,-10.86,-65.31,-0.67,-766.85,-13.18,236.57
21720073,-13.18,-86.24,-7.63,-1027.59,2.93,310.55
21730092,-15.87,-103.27,-13.79,-1080.32,-13.92,344.97
21740110,-16.17,-105.65,-6.90,-994.63,-49.80,336.18
21750131,-14.59,-102.23,3.48,-1012.94,-27.10,317.14
21761079,-15.14,-96.68,6.41,-986.57,-57.13,229.98
21771097,-20.26,-87.16,3.48,-879.64,-115.72,333.98
21781113,-34.36,-76.35,-3.85,-905.27,-16.85,335.45
21791131,-43.21,-66.77,-7.45,-1015.87,20.51,411.62
21801151,-35.46,-56.88,-0.98,-924.32,-13.92,354.49
21812098,-24.66,-49.93,9.64,-804.93,-82.76,513.43
21822116,-19.71,-54.20,16.42,-949.95,14.65,279.79
21832133,-20.08,-57.43,13.92,-937.50,-21.97,431.40
21842153,-19.90,-50.72,10.62,-942.63,10.99,422.61
21852167,-13.37,-43.33,9.89,-889.89,-35.16,388.18
21863119,-8.67,-38.51,7.02,-911.13,1.46,400.63
21873134,-10.86,-36.56,2.38,-881.10,-57.13,435.79
21883153,-14.71,-33.81,-2.69,-946.29,-28.56,470.95
21893172,-17.03,-30.46,-3.42,-900.88,-19.78,468.75
21903188,-14.59,-29.60,0.43,-918.46,-64.45,460.69
21914145,-12.57,-30.58,0.98,-898.68,-71.78,457.03
21924164,-15.01,-31.25,-2.81,-897.22,-58.59,479.74
21934184,-16.78,-31.62,-5.07,-912.60,-57.13,456.30
21944203,-15.38,-28.81,-5.13,-878.17,-55.66,462.16
21954219,-12.70,-25.82,-4.09,-824.71,-81.30,469.48
21965170,-12.76,-28.50,-3.66,-753.66,-92.29,471.68
21975190,-16.85,-37.35,-6.23,-943.36,-61.52,563.23
21985209,-16.72,-44.92,-4.64,-966.06,-93.02,540.53
21995227,-14.22,-44.43,-2.01,-895.02,-90.09,507.57
22005243,-14.83,-37.84,-0.73,-850.34,-62.99,485.60
22016194,-17.15,-34.18,-2.14,-815.19,-53.47,470.95
22026212,-20.87,-35.22,-7.51,-829.83,-84.23,538.33
22036229,-24.96,-37.96,-11.84,-945.56,-58.59,601.32
22046247,-22.22,-34.18,-8.18,-803.47,-51.27,488.53
22056262,-17.03,-30.15,-4.52,-755.13,-82.76,435.06
22067213,-14.22,-31.07,-5.43,-898.68,-52.73,561.77
22077233,-10.56,-28.20,-2.99,-730.96,-95.95,413.82
22087248,-9.95,-27.89,-5.80,-906.01,-45.41,587.40
22097264,-8.00,-28.69,-5.98,-778.56,-97.41,504.64
22107282,-8.61,-32.65,-5.37,-801.27,-98.88,519.29
22118238,-10.56,-32.90,-4.15,-821.04,-89.36,577.88
22128255,-10.86,-29.11,-2.75,-862.79,-86.43,577.15
22138271,-10.74,-27.89,-1.77,-804.93,-97.41,582.28
22148288,-11.11,-29.42,-1.40,-817.38,-117.19,572.75
22158305,-12.21,-31.56,-2.44,-835.69,-88.62,584.47
22169262,-12.94,-31.92,-3.30,-810.79,-52.00,572.75
22179280,-10.19,-31.07,-3.72,-829.83,-74.71,590.33
22189295,-4.21,-30.94,-2.26,-786.62,-97.41,558.84
22199310,-1.16,-28.87,-1.53,-798.34,-95.21,585.21
22209326,-2.01,-26.79,-2.75,-818.12,-130.37,613.77
22220287,-3.85,-25.09,-2.99,-803.47,-139.89,618.16
22230304,-7.69,-22.34,-2.08,-758.79,-106.93,586.67
22240323,-11.05,-23.80,-1.89,-758.06,-89.36,574.22
22250340,-10.74,-31.92,-2.50,-791.02,-107.67,627.69
22260354,-7.87,-38.76,-1.65,-773.44,-123.05,612.30
22271309,-7.75,-39.25,-1.22,-778.56,-130.37,640.87
22281325,-11.84,-36.68,-3.85,-805.66,-84.96,612.30
22291341,-14.34,-33.87,-6.41,-796.87,-113.53,640.87
22301360,-14.53,-29.79,-8.36,-766.85,-118.65,615.97
22311375,-16.30,-24.90,-10.86,-781.49,-144.29,671.63
22322332,-24.54,-19.84,-12.33,-747.07,-131.10,606.45
22332347,-28.56,-20.69,-10.56,-766.85,-114.26,624.02
22342366,-24.17,-24.35,-11.90,-759.52,-144.29,651.86
22352380,-19.29,-28.14,-13.79,-763.18,-100.34,620.36
22362399,-17.33,-31.92,-15.69,-784.42,-131.84,675.29
22373360,-15.38,-32.23,-14.53,-760.25,-126.71,652.59
22383379,-12.27,-29.30,-11.29,-747.07,-160.40,659.91
22393396,-9.22,-26.43,-8.00,-725.10,-139.16,629.88
22403418,-8.24,-25.39,-5.62,-743.41,-177.98,686.28
22413434,-9.40,-26.18,-6.84,-739.01,-199.22,687.01
22424376,-14.53,-26.98,-11.60,-730.96,-202.15,694.34
22434390,-21.61,-27.47,-16.30,-719.24,-143.55,667.97
22444405,-24.17,-28.26,-15.44,-747.07,-141.36,670.17
22454419,-21.61,-27.40,-10.62,-766.85,-38.82,621.83
22464439,-14.83,-24.78,-10.56,-754.39,-149.41,692.14
22475399,-6.41,-20.87,-12.39,-712.65,-148.68,670.17
22485418,-0.06,-20.08,-10.25,-708.98,-185.30,686.28
22495437,1.40,-21.79,-8.79,-699.46,-166.99,668.70
22505455,0.37,-24.11,-7.39,-682.62,-186.77,681.15
22515475,2.26,-25.15,-5.00,-664.31,-207.28,669.43
22526421,5.80,-22.71,-1.71,-687.74,-194.82,716.31
22536441,6.29,-20.57,-1.04,-698.00,-216.06,724.37
22546458,2.81,-19.90,-2.38,-691.41,-211.67,721.44
22556476,-4.70,-20.32,-6.29,-689.94,-224.85,721.44
22566493,-16.66,-21.85,-12.57,-671.63,-224.12,712.65
22577445,-33.45,-22.22,-19.29,-669.43,-207.28,694.34
22587459,-38.15,-20.94,-20.08,-687.74,-228.52,736.82
22597473,-43.64,-21.24,-22.34,-677.49,-199.95,713.38
22607488,-47.00,-25.09,-25.15,-675.29,-204.35,704.59
22617503,-43.64,-27.89,-25.45,-648.93,-232.91,689.21
22628474,-38.76,-28.38,-23.93,-640.14,-229.25,698.73
22638490,-33.33,-28.63,-21.48,-640.14,-222.66,695.80
22648508,-27.28,-27.34,-18.19,-632.08,-237.30,699.46
22658528,-22.64,-25.63,-16.42,-631.35,-258.54,694.34
22668544,-21.06,-25.45,-18.07,-620.36,-239.50,683.35
22679495,-18.25,-26.67,-19.90,-617.43,-242.43,695.07
22689513,-12.33,-27.10,-18.49,-621.83,-226.32,706.79
22699532,-6.41,-27.77,-15.01,-618.90,-235.11,710.45
22709550,-0.61,-30.21,-11.60,-616.70,-249.02,721.44
22719566,4.27,-32.47,-9.77,-624.02,-287.11,751.46
22730516,2.44,-34.61,-12.27,-610.11,-326.66,769.78
22740533,-7.51,-36.44,-17.88,-603.52,-333.98,780.76
22750551,-21.85,-36.87,-22.95,-585.94,-314.94,741.21
22760570,-32.53,-36.99,-26.92,-586.67,-313.48,740.48
22770590,-36.13,-36.19,-28.08,-588.13,-300.29,751.46
22781532,-37.17,-34.55,-26.37,-599.12,-315.67,777.83
22791550,-38.21,-33.26,-24.48,-637.21,-260.74,771.24
22801568,-36.99,-36.44,-23.44,-575.68,-303.96,728.03
22811585,-32.10,-37.17,-25.51,-604.98,-251.95,759.52
22821599,-18.68,-28.93,-19.71,-598.39,-301.03,783.69
22832555,0.06,-18.55,-11.66,-573.49,-311.28,807.86
22842573,6.65,-18.01,-11.78,-570.56,-319.34,785.89
22852591,9.89,-18.43,-12.88,-557.37,-308.35,785.89
22862610,10.13,-19.23,-13.55,-545.65,-333.25,774.17
22872625,9.28,-21.00,-13.67,-536.13,-343.51,776.37
22893596,-8.30,-21.73,-17.15,-531.74,-375.73,789.55


